,Year,Month,Date,Hour,Minute,PV_Usage
0,2021,2,0,0,0,0.22783041986096192
1,2021,2,0,0,1,0.38539670259580067
2,2021,2,0,0,2,0.171546903614581
3,2021,2,0,0,3,0.00012068003749600831
4,2021,2,0,0,4,0.10247525235188777
5,2021,2,0,0,5,0.007836918660589689
6,2021,2,0,0,6,0.1857997503850455
7,2021,2,0,0,7,0.12137985224460286
8,2021,2,0,0,8,0.25389062592509465
9,2021,2,0,0,9,0.08124470217132077
10,2021,2,0,0,10,0.014825033422002946
11,2021,2,0,0,11,0.17984821329042042
12,2021,2,0,0,12,0.17841049419102947
13,2021,2,0,0,13,0.5115206784292874
14,2021,2,0,0,14,0.06802833097078403
15,2021,2,0,0,15,0.047071222073957496
16,2021,2,0,0,16,0.03653509062201714
17,2021,2,0,0,17,0.10525299433539874
18,2021,2,0,0,18,0.18235947332131983
19,2021,2,0,0,19,0.3176238645813186
20,2021,2,0,0,20,0.23351216851368786
21,2021,2,0,0,21,0.04652139753987188
22,2021,2,0,0,22,0.2780094244707729
23,2021,2,0,0,23,0.26357523513182046
24,2021,2,0,0,24,0.10418256273836347
25,2021,2,0,0,25,0.27053683114345145
26,2021,2,0,0,26,0.11243335347454905
27,2021,2,0,0,27,0.4380248998823974
28,2021,2,0,0,28,0.24183195930675158
29,2021,2,0,0,29,0.07570416364755138
30,2021,2,0,0,30,0.027669980129081347
31,2021,2,0,0,31,0.07904417649969689
32,2021,2,0,0,32,0.07120764863446853
33,2021,2,0,0,33,0.1109507329033081
34,2021,2,0,0,34,0.23552691132489226
35,2021,2,0,0,35,0.07185302592699776
36,2021,2,0,0,36,0.16276463398388774
37,2021,2,0,0,37,0.16495620207905184
38,2021,2,0,0,38,0.22405686611541095
39,2021,2,0,0,39,0.07580689980624387
40,2021,2,0,0,40,0.1359172454740993
41,2021,2,0,0,41,0.4444190985658367
42,2021,2,0,0,42,0.031002623757141395
43,2021,2,0,0,43,0.04125917684192058
44,2021,2,0,0,44,0.0495296822900527
45,2021,2,0,0,45,0.12094270466887862
