,Year,Month,Date,Hour,Minute,PV_Usage
0,2021,2,0,0,0,0.05075956694198645
1,2021,2,0,0,1,0.21107323944807263
2,2021,2,0,0,2,0.3769675080344835
3,2021,2,0,0,3,0.14842613388037285
4,2021,2,0,0,4,0.04128161283609557
5,2021,2,0,0,5,0.04940674039545796
6,2021,2,0,0,6,0.07069480904258274
7,2021,2,0,0,7,0.07261777610845628
8,2021,2,0,0,8,0.07079445706518149
9,2021,2,0,0,9,0.0048274772003106745
10,2021,2,0,0,10,0.09661983995221682
11,2021,2,0,0,11,0.5892302192103126
12,2021,2,0,0,12,0.4088904834790399
13,2021,2,0,0,13,0.539034137831884
14,2021,2,0,0,14,0.29947846972006303
15,2021,2,0,0,15,0.1687888824099653
16,2021,2,0,0,16,0.2599648167189114
17,2021,2,0,0,17,0.2132561584101315
18,2021,2,0,0,18,0.08644038400538663
19,2021,2,0,0,19,0.12824503347435778
20,2021,2,0,0,20,0.1198414127277621
21,2021,2,0,0,21,0.21115702141291715
22,2021,2,0,0,22,0.0011539515557523717
23,2021,2,0,0,23,0.06945662352220013
24,2021,2,0,0,24,0.23245692448688324
25,2021,2,0,0,25,0.5188995121751917
26,2021,2,0,0,26,0.38811635661423083
27,2021,2,0,0,27,0.14728313080507172
28,2021,2,0,0,28,0.14754739705265157
29,2021,2,0,0,29,0.04496478481850521
30,2021,2,0,0,30,0.08008419981352106
31,2021,2,0,0,31,0.3708950173932017
32,2021,2,0,0,32,0.14591874664145132
33,2021,2,0,0,33,0.3267327314124293
34,2021,2,0,0,34,0.20805065945893678
35,2021,2,0,0,35,0.256842024026224
36,2021,2,0,0,36,0.35053894452216877
37,2021,2,0,0,37,0.011938810681766984
38,2021,2,0,0,38,0.31689027388342317
39,2021,2,0,0,39,0.0724629208319509
40,2021,2,0,0,40,0.03577318737537287
41,2021,2,0,0,41,0.08215590112802883
42,2021,2,0,0,42,0.26742070295787
43,2021,2,0,0,43,0.6089675839250008
44,2021,2,0,0,44,0.14156443966107832
45,2021,2,0,0,45,0.1264936354543231
46,2021,2,0,0,46,0.08224542947859986
47,2021,2,0,0,47,0.11827843336302346
48,2021,2,0,0,48,0.13442359409647123
49,2021,2,0,0,49,0.105746419333135
50,2021,2,0,0,50,0.1493296426303845
51,2021,2,0,0,51,0.3111644932378315
52,2021,2,0,0,52,0.3291166701254877
53,2021,2,0,0,53,0.11060683694451433
54,2021,2,0,0,54,0.4783918777468172
55,2021,2,0,0,55,0.24571584501086133
56,2021,2,0,0,56,0.5048448931954842
57,2021,2,0,0,57,0.5059339722834643
58,2021,2,0,0,58,0.011358335688525864
59,2021,2,0,0,59,0.007661573070211935
60,2021,2,0,1,0,0.7025987257472954
61,2021,2,0,1,1,1.1127346755482312
62,2021,2,0,1,2,1.1733751164984503
63,2021,2,0,1,3,1.0035698087846612
64,2021,2,0,1,4,0.7296134055553658
65,2021,2,0,1,5,1.2875234855147935
66,2021,2,0,1,6,0.7921731921046336
67,2021,2,0,1,7,1.2864592784849176
68,2021,2,0,1,8,0.6248290129520316
69,2021,2,0,1,9,1.0466165146665232
70,2021,2,0,1,10,1.2582105763652318
71,2021,2,0,1,11,1.2323086587603733
72,2021,2,0,1,12,0.8746746129490622
73,2021,2,0,1,13,1.3454641255861501
74,2021,2,0,1,14,0.9380667174080862
75,2021,2,0,1,15,1.2918162166041474
76,2021,2,0,1,16,1.0949862809069795
77,2021,2,0,1,17,1.1467253638210033
78,2021,2,0,1,18,1.0089945314851032
79,2021,2,0,1,19,1.0676377533392154
80,2021,2,0,1,20,0.8090758153187647
81,2021,2,0,1,21,1.057872461373516
82,2021,2,0,1,22,0.9764268366256519
83,2021,2,0,1,23,1.1421650553551084
84,2021,2,0,1,24,0.9085839748238669
85,2021,2,0,1,25,1.076322800820367
86,2021,2,0,1,26,0.9889815471622555
87,2021,2,0,1,27,1.386927400583021
88,2021,2,0,1,28,0.907916640544675
89,2021,2,0,1,29,0.633774427379425
90,2021,2,0,1,30,0.8469260304684567
91,2021,2,0,1,31,0.7986509777796218
92,2021,2,0,1,32,0.8860994477495491
93,2021,2,0,1,33,1.3570394814217273
94,2021,2,0,1,34,0.38570559192669307
95,2021,2,0,1,35,1.187811843521954
96,2021,2,0,1,36,0.7159212355947933
97,2021,2,0,1,37,0.9332724934038259
98,2021,2,0,1,38,1.5258738794692959
99,2021,2,0,1,39,0.9599545525174238
100,2021,2,0,1,40,1.1019168885495985
101,2021,2,0,1,41,0.8009849007000884
102,2021,2,0,1,42,0.6791587826030767
103,2021,2,0,1,43,1.051435381056246
104,2021,2,0,1,44,0.8536154326184473
105,2021,2,0,1,45,0.9973599031210085
106,2021,2,0,1,46,1.122863876979744
107,2021,2,0,1,47,0.9348582087109749
108,2021,2,0,1,48,0.8806921281954697
109,2021,2,0,1,49,0.5205822656467358
110,2021,2,0,1,50,1.2408805540557037
111,2021,2,0,1,51,1.0302099254207333
112,2021,2,0,1,52,0.9748940676620812
113,2021,2,0,1,53,0.9505070745465932
114,2021,2,0,1,54,0.8366402136151472
115,2021,2,0,1,55,1.0588127394824807
116,2021,2,0,1,56,0.8250534141358992
117,2021,2,0,1,57,0.9323894917309005
118,2021,2,0,1,58,1.0187382874445248
119,2021,2,0,1,59,0.8654755418805006
120,2021,2,0,2,0,1.165391099869965
121,2021,2,0,2,1,1.0231810595114736
122,2021,2,0,2,2,0.9619901836926347
123,2021,2,0,2,3,0.7082131666659053
124,2021,2,0,2,4,1.3944684912868754
125,2021,2,0,2,5,0.5348970831267882
126,2021,2,0,2,6,0.8411113893608051
127,2021,2,0,2,7,0.8187633569316181
128,2021,2,0,2,8,0.6456943900364138
129,2021,2,0,2,9,0.9944672890134901
130,2021,2,0,2,10,1.1112196622511907
131,2021,2,0,2,11,0.8518878240796577
132,2021,2,0,2,12,1.1968074392386807
133,2021,2,0,2,13,0.6686362187397006
134,2021,2,0,2,14,0.9683607139299802
135,2021,2,0,2,15,1.0653357967709594
136,2021,2,0,2,16,1.231229313899904
137,2021,2,0,2,17,0.6131233003479528
138,2021,2,0,2,18,0.812032707746751
139,2021,2,0,2,19,1.0455194423274579
140,2021,2,0,2,20,0.7812989774464263
141,2021,2,0,2,21,1.403024196908495
142,2021,2,0,2,22,0.815897234245144
143,2021,2,0,2,23,0.8748361120133579
144,2021,2,0,2,24,0.9537014634482872
145,2021,2,0,2,25,0.9850338347481365
146,2021,2,0,2,26,1.1732005858333858
147,2021,2,0,2,27,1.30883138675282
148,2021,2,0,2,28,1.2194416238284462
149,2021,2,0,2,29,0.9920422098804581
150,2021,2,0,2,30,1.1490330383052574
151,2021,2,0,2,31,0.8185255390213518
152,2021,2,0,2,32,1.0822836101231614
153,2021,2,0,2,33,1.0510427941016953
154,2021,2,0,2,34,0.5323596980968682
155,2021,2,0,2,35,0.8107792443042422
156,2021,2,0,2,36,1.2274239891970475
157,2021,2,0,2,37,1.0962944810324664
158,2021,2,0,2,38,0.7312555803190204
159,2021,2,0,2,39,1.3327521596486847
160,2021,2,0,2,40,0.8795016297689833
161,2021,2,0,2,41,1.4126538188327291
162,2021,2,0,2,42,1.2159713715515363
163,2021,2,0,2,43,0.8078572591795945
164,2021,2,0,2,44,1.1091117623948965
165,2021,2,0,2,45,1.036717232164416
166,2021,2,0,2,46,1.1779489900857416
167,2021,2,0,2,47,0.970306661554029
168,2021,2,0,2,48,1.4416602051341127
169,2021,2,0,2,49,1.2625868705890784
170,2021,2,0,2,50,0.8454001205024742
171,2021,2,0,2,51,0.8483744523951201
172,2021,2,0,2,52,0.9607276071420081
173,2021,2,0,2,53,1.3370119147035904
174,2021,2,0,2,54,1.0005052079555894
175,2021,2,0,2,55,1.0562613854587297
176,2021,2,0,2,56,0.9667671060259441
177,2021,2,0,2,57,1.3452956101418425
178,2021,2,0,2,58,0.5961251052364072
179,2021,2,0,2,59,0.26917792924617046
180,2021,2,0,3,0,0.07634453339145
181,2021,2,0,3,1,0.1365654026307256
182,2021,2,0,3,2,0.18723112119430063
183,2021,2,0,3,3,0.27507094635539187
184,2021,2,0,3,4,0.019740494243086014
185,2021,2,0,3,5,0.3906503980287752
186,2021,2,0,3,6,0.17930711206582267
187,2021,2,0,3,7,0.10849824102373028
188,2021,2,0,3,8,0.06573459539882368
189,2021,2,0,3,9,0.0030194209657107072
190,2021,2,0,3,10,0.08916590329429963
191,2021,2,0,3,11,0.06195116022993632
192,2021,2,0,3,12,0.3343525527318334
193,2021,2,0,3,13,0.023260969170016927
194,2021,2,0,3,14,0.05379370964110807
195,2021,2,0,3,15,0.5960596079257051
196,2021,2,0,3,16,0.009899986699143114
197,2021,2,0,3,17,0.22070059511169282
198,2021,2,0,3,18,0.042226859404015646
199,2021,2,0,3,19,0.22617905820157697
200,2021,2,0,3,20,0.1580609859040381
201,2021,2,0,3,21,0.3825106392923401
202,2021,2,0,3,22,0.006672553477895911
203,2021,2,0,3,23,0.816912404895021
204,2021,2,0,3,24,0.41614399461175644
205,2021,2,0,3,25,0.34739578793402265
206,2021,2,0,3,26,0.18303137690960966
207,2021,2,0,3,27,0.1305423411149152
208,2021,2,0,3,28,0.10566902939600988
209,2021,2,0,3,29,0.09923794955024871
210,2021,2,0,3,30,0.0780328441578472
211,2021,2,0,3,31,0.16290301299839735
212,2021,2,0,3,32,0.011167145814340806
213,2021,2,0,3,33,0.34649616000648253
214,2021,2,0,3,34,0.04793099449618947
215,2021,2,0,3,35,0.37244515102457537
216,2021,2,0,3,36,0.07674870951923275
217,2021,2,0,3,37,0.2941052639207882
218,2021,2,0,3,38,0.36134575421324977
219,2021,2,0,3,39,0.17910905819186834
220,2021,2,0,3,40,0.016182770748605635
221,2021,2,0,3,41,0.2938281403591731
222,2021,2,0,3,42,0.16968532881687634
223,2021,2,0,3,43,0.03002036116297639
224,2021,2,0,3,44,0.13565193728137684
225,2021,2,0,3,45,0.052498112380688744
226,2021,2,0,3,46,0.06312999055230452
227,2021,2,0,3,47,0.20152001629754793
228,2021,2,0,3,48,0.28322511401995165
229,2021,2,0,3,49,0.09170363802829049
230,2021,2,0,3,50,0.3837439836098344
231,2021,2,0,3,51,0.2631236489981172
232,2021,2,0,3,52,0.42475047956219936
233,2021,2,0,3,53,0.10932808572642026
234,2021,2,0,3,54,0.04989839921780803
235,2021,2,0,3,55,0.32362396255215725
236,2021,2,0,3,56,0.08052140022439097
237,2021,2,0,3,57,0.015098111638785485
238,2021,2,0,3,58,0.16435332191515375
239,2021,2,0,3,59,0.20626981605917363
240,2021,2,0,4,0,0.9662366351639912
241,2021,2,0,4,1,1.2748887345028983
242,2021,2,0,4,2,1.0998058848613441
243,2021,2,0,4,3,0.7946909127356612
244,2021,2,0,4,4,1.4483895456436557
245,2021,2,0,4,5,0.5228254269261328
246,2021,2,0,4,6,0.7624369750105033
247,2021,2,0,4,7,0.9171278322478176
248,2021,2,0,4,8,0.7673794078794881
249,2021,2,0,4,9,0.8898486279677702
250,2021,2,0,4,10,0.9306570898494892
251,2021,2,0,4,11,1.380633597290422
252,2021,2,0,4,12,0.83282186176018
253,2021,2,0,4,13,0.965615930460629
254,2021,2,0,4,14,1.2554372696875864
255,2021,2,0,4,15,1.053387760012548
256,2021,2,0,4,16,1.0952918441420052
257,2021,2,0,4,17,1.2412184396251655
258,2021,2,0,4,18,0.9662919989488243
259,2021,2,0,4,19,0.7674858884959344
260,2021,2,0,4,20,1.109158427921644
261,2021,2,0,4,21,0.5529364882681097
262,2021,2,0,4,22,0.9254880158478328
263,2021,2,0,4,23,1.0299589309190154
264,2021,2,0,4,24,0.8526949931546384
265,2021,2,0,4,25,0.9491851386472742
266,2021,2,0,4,26,0.7010601268251381
267,2021,2,0,4,27,0.8976523450040094
268,2021,2,0,4,28,1.5145790900597509
269,2021,2,0,4,29,1.2005335050944599
270,2021,2,0,4,30,0.6922269681690455
271,2021,2,0,4,31,0.8103832939482887
272,2021,2,0,4,32,0.9915680452575928
273,2021,2,0,4,33,1.1105381291685563
274,2021,2,0,4,34,0.9248680509992133
275,2021,2,0,4,35,1.017816637240866
276,2021,2,0,4,36,1.18231392880453
277,2021,2,0,4,37,0.666966962150875
278,2021,2,0,4,38,1.2592113795701474
279,2021,2,0,4,39,0.9843098791734369
280,2021,2,0,4,40,0.8434953196793411
281,2021,2,0,4,41,0.6861394492266508
282,2021,2,0,4,42,1.1603835462032714
283,2021,2,0,4,43,1.093347065509111
284,2021,2,0,4,44,1.1284389829166326
285,2021,2,0,4,45,0.7722883013745317
286,2021,2,0,4,46,1.0449666476934225
287,2021,2,0,4,47,1.039943905111365
288,2021,2,0,4,48,1.2944882621163398
289,2021,2,0,4,49,0.8417430101586955
290,2021,2,0,4,50,0.9528358868738863
291,2021,2,0,4,51,1.0874378157359774
292,2021,2,0,4,52,0.6313477967805329
293,2021,2,0,4,53,1.2214015419460433
294,2021,2,0,4,54,0.9653230275342265
295,2021,2,0,4,55,1.3006395611386554
296,2021,2,0,4,56,1.2534560526053407
297,2021,2,0,4,57,1.322151927649502
298,2021,2,0,4,58,0.9191327075621553
299,2021,2,0,4,59,1.5076184884696575
300,2021,2,0,5,0,0.046447761497077016
301,2021,2,0,5,1,0.10106201844546006
302,2021,2,0,5,2,0.36963061453838336
303,2021,2,0,5,3,0.23558392948628915
304,2021,2,0,5,4,0.22876253014192588
305,2021,2,0,5,5,0.12332052163780759
306,2021,2,0,5,6,0.14121201067591768
307,2021,2,0,5,7,0.11646558062635787
308,2021,2,0,5,8,0.5696774581584729
309,2021,2,0,5,9,0.3139346077647262
310,2021,2,0,5,10,0.018094877369632296
311,2021,2,0,5,11,0.3001784103084378
312,2021,2,0,5,12,0.11352740903710756
313,2021,2,0,5,13,0.11914020818422255
314,2021,2,0,5,14,0.11409336930517522
315,2021,2,0,5,15,0.2126249103673748
316,2021,2,0,5,16,0.289759425152882
317,2021,2,0,5,17,0.08125764966642214
318,2021,2,0,5,18,0.178857385615789
319,2021,2,0,5,19,0.28732339727203043
320,2021,2,0,5,20,0.12509345705026592
321,2021,2,0,5,21,0.08527690658432462
322,2021,2,0,5,22,0.3108343186454927
323,2021,2,0,5,23,0.12754952066985692
324,2021,2,0,5,24,0.19737361711016155
325,2021,2,0,5,25,0.22201876054745062
326,2021,2,0,5,26,0.31108991062163854
327,2021,2,0,5,27,0.18790267066383567
328,2021,2,0,5,28,0.08696885574230959
329,2021,2,0,5,29,0.11093178323008136
330,2021,2,0,5,30,0.38553546657927873
331,2021,2,0,5,31,0.5460230569611191
332,2021,2,0,5,32,0.25285059701429896
333,2021,2,0,5,33,0.017778289807608372
334,2021,2,0,5,34,0.08817152500607783
335,2021,2,0,5,35,0.34145065732635693
336,2021,2,0,5,36,0.13912119597791062
337,2021,2,0,5,37,0.10670984230167449
338,2021,2,0,5,38,0.13697412647554125
339,2021,2,0,5,39,0.08327132539449317
340,2021,2,0,5,40,0.05712325739319012
341,2021,2,0,5,41,0.013067188445645734
342,2021,2,0,5,42,0.18462021461356096
343,2021,2,0,5,43,0.18341094907754593
344,2021,2,0,5,44,0.15605658076279352
345,2021,2,0,5,45,0.22642900617332734
346,2021,2,0,5,46,0.19886467412816106
347,2021,2,0,5,47,0.22433560620846424
348,2021,2,0,5,48,0.0081625424969836
349,2021,2,0,5,49,0.045414198382921
350,2021,2,0,5,50,0.3287192453379524
351,2021,2,0,5,51,0.22277825392263623
352,2021,2,0,5,52,0.06718593557466479
353,2021,2,0,5,53,0.033617037532592854
354,2021,2,0,5,54,0.025926399913583635
355,2021,2,0,5,55,0.18405189014505097
356,2021,2,0,5,56,0.23122308084551185
357,2021,2,0,5,57,0.31172885833904357
358,2021,2,0,5,58,0.2047132651383515
359,2021,2,0,5,59,0.04825790595765546
360,2021,2,0,6,0,0.08204478432469693
361,2021,2,0,6,1,0.0865125538696612
362,2021,2,0,6,2,0.10987937599045954
363,2021,2,0,6,3,0.1316421511193572
364,2021,2,0,6,4,0.39050272250098517
365,2021,2,0,6,5,0.21077227466769471
366,2021,2,0,6,6,0.19772008952966552
367,2021,2,0,6,7,0.0937980607475883
368,2021,2,0,6,8,0.02890645116638459
369,2021,2,0,6,9,0.1918071223445344
370,2021,2,0,6,10,0.3372779996672735
371,2021,2,0,6,11,0.08764032514620802
372,2021,2,0,6,12,0.08908359719172414
373,2021,2,0,6,13,0.28094526082814597
374,2021,2,0,6,14,0.3777953189945683
375,2021,2,0,6,15,0.3619920345943057
376,2021,2,0,6,16,0.05854614849859036
377,2021,2,0,6,17,0.2848469639811088
378,2021,2,0,6,18,0.08107713391527786
379,2021,2,0,6,19,0.3704244278229927
380,2021,2,0,6,20,0.03893493281983246
381,2021,2,0,6,21,0.2135500197975969
382,2021,2,0,6,22,0.1414106594712848
383,2021,2,0,6,23,0.15633780453972293
384,2021,2,0,6,24,0.1655476474743423
385,2021,2,0,6,25,0.046414988929231994
386,2021,2,0,6,26,0.3525880221995591
387,2021,2,0,6,27,0.07576794167850215
388,2021,2,0,6,28,0.16490865674116903
389,2021,2,0,6,29,0.0010036342950093828
390,2021,2,0,6,30,0.31953479294709697
391,2021,2,0,6,31,0.32471665865947336
392,2021,2,0,6,32,0.3258679931675413
393,2021,2,0,6,33,0.01357813698963347
394,2021,2,0,6,34,0.2420061914110759
395,2021,2,0,6,35,0.14769112626523004
396,2021,2,0,6,36,0.06191916843591835
397,2021,2,0,6,37,0.6003675834459005
398,2021,2,0,6,38,0.1771916051327486
399,2021,2,0,6,39,0.18406703488392928
400,2021,2,0,6,40,0.3731478337258033
401,2021,2,0,6,41,0.26327431247891064
402,2021,2,0,6,42,0.19143493005030993
403,2021,2,0,6,43,0.18149834792592837
404,2021,2,0,6,44,0.25571539419287254
405,2021,2,0,6,45,0.013020162918797972
406,2021,2,0,6,46,0.16601259351510417
407,2021,2,0,6,47,0.17386834369556908
408,2021,2,0,6,48,0.21274799028855185
409,2021,2,0,6,49,0.043506463825124034
410,2021,2,0,6,50,0.0770356844618163
411,2021,2,0,6,51,0.12580599540373463
412,2021,2,0,6,52,0.09077152387639269
413,2021,2,0,6,53,0.00567596229840831
414,2021,2,0,6,54,0.22580744968626393
415,2021,2,0,6,55,0.41474865869451605
416,2021,2,0,6,56,0.19132272780832502
417,2021,2,0,6,57,0.3467541126006194
418,2021,2,0,6,58,0.18630584389548147
419,2021,2,0,6,59,0.3649084423249675
420,2021,2,0,7,0,0.21386298559345407
421,2021,2,0,7,1,0.29761360480642973
422,2021,2,0,7,2,0.08157596706674194
423,2021,2,0,7,3,0.11480355477941441
424,2021,2,0,7,4,0.304682517819085
425,2021,2,0,7,5,0.27325884834395986
426,2021,2,0,7,6,0.10391503434009748
427,2021,2,0,7,7,0.1418297442971073
428,2021,2,0,7,8,0.08467340165322154
429,2021,2,0,7,9,0.30054558882937826
430,2021,2,0,7,10,0.01376474945776045
431,2021,2,0,7,11,0.2048686360416724
432,2021,2,0,7,12,0.10469547341397535
433,2021,2,0,7,13,0.1817751109454245
434,2021,2,0,7,14,0.3644823884612813
435,2021,2,0,7,15,0.3350426567566751
436,2021,2,0,7,16,0.07034046745142605
437,2021,2,0,7,17,0.1122460319637012
438,2021,2,0,7,18,0.25856319715575693
439,2021,2,0,7,19,0.1327535774641267
440,2021,2,0,7,20,0.06244899444309955
441,2021,2,0,7,21,0.3618753650219088
442,2021,2,0,7,22,0.17798837326489472
443,2021,2,0,7,23,0.17422646498077862
444,2021,2,0,7,24,0.20415347065209224
445,2021,2,0,7,25,0.38638146692707853
446,2021,2,0,7,26,0.2214751252226709
447,2021,2,0,7,27,0.1108824539417273
448,2021,2,0,7,28,0.13025500277047786
449,2021,2,0,7,29,0.17836480224867007
450,2021,2,0,7,30,0.24574192156319136
451,2021,2,0,7,31,0.3251111757669647
452,2021,2,0,7,32,0.07504202343421457
453,2021,2,0,7,33,0.08493990901494003
454,2021,2,0,7,34,0.06651987294859711
455,2021,2,0,7,35,0.07884226585093836
456,2021,2,0,7,36,0.5026483386511207
457,2021,2,0,7,37,0.11222154032483818
458,2021,2,0,7,38,0.052213245961845185
459,2021,2,0,7,39,0.14514464572596347
460,2021,2,0,7,40,0.3657319502870734
461,2021,2,0,7,41,0.44293711128825075
462,2021,2,0,7,42,0.7982981071263547
463,2021,2,0,7,43,0.1404041529686374
464,2021,2,0,7,44,0.2746608782148891
465,2021,2,0,7,45,0.01144625663585227
466,2021,2,0,7,46,0.20990356452483028
467,2021,2,0,7,47,0.2250539001480565
468,2021,2,0,7,48,0.2848810483708945
469,2021,2,0,7,49,0.0597664604160283
470,2021,2,0,7,50,0.20551057965834973
471,2021,2,0,7,51,0.07224130058700301
472,2021,2,0,7,52,0.03320793335166097
473,2021,2,0,7,53,0.06117365083505552
474,2021,2,0,7,54,0.155657527111952
475,2021,2,0,7,55,0.12347759912556619
476,2021,2,0,7,56,0.1699051619942563
477,2021,2,0,7,57,0.059028118403944146
478,2021,2,0,7,58,0.3397933436019546
